"April 20, 2021 at 09:01PM",pos_4_1,AP1,AP2,AP3
"April 25, 2021 at 03:14PM",pos_4_1,-49,-29,-40
"April 25, 2021 at 03:14PM",pos_4_1,-51,-26,-38
"April 25, 2021 at 03:14PM",pos_4_1,-50,-28,-40
"April 25, 2021 at 03:14PM",pos_4_1,-50,-27,-44
"April 25, 2021 at 03:15PM",pos_4_1,-50,-26,-37
"April 25, 2021 at 03:15PM",pos_4_1,-50,-27,-37
"April 25, 2021 at 03:15PM",pos_4_1,-51,-32,-40
"April 25, 2021 at 03:15PM",pos_4_1,-50,-25,-41
"April 25, 2021 at 03:15PM",pos_4_1,-51,-29,-39
"April 25, 2021 at 03:16PM",pos_4_1,-56,-27,-41
"April 25, 2021 at 03:16PM",pos_4_1,-50,-26,-36
"April 25, 2021 at 03:16PM",pos_4_1,-43,-26,-35
"April 25, 2021 at 03:16PM",pos_4_1,-51,-26,-48
"April 25, 2021 at 03:16PM",pos_4_1,-48,-26,-49
"April 25, 2021 at 03:17PM",pos_4_1,-48,-27,-49
"April 25, 2021 at 03:17PM",pos_4_1,-50,-29,-47
"April 25, 2021 at 03:17PM",pos_4_1,-51,-29,-40
"April 25, 2021 at 03:17PM",pos_4_1,-52,-29,-42
"April 25, 2021 at 03:17PM",pos_4_1,-49,-27,-49
"April 25, 2021 at 03:18PM",pos_4_1,-41,-28,-48
"April 25, 2021 at 03:18PM",pos_4_1,-49,-28,-46
"April 25, 2021 at 03:18PM",pos_4_1,-44,-27,-37
"April 25, 2021 at 03:18PM",pos_4_1,-49,-26,-37
"April 25, 2021 at 03:18PM",pos_4_1,-42,-26,-47
"April 25, 2021 at 03:19PM",pos_4_1,-55,-27,-39
"April 25, 2021 at 03:19PM",pos_4_1,-40,-27,-39
"April 25, 2021 at 03:19PM",pos_4_1,-61,-28,-39
"April 25, 2021 at 03:19PM",pos_4_1,-39,-27,-42
"April 25, 2021 at 03:19PM",pos_4_1,-45,-26,-45
"April 25, 2021 at 03:20PM",pos_4_1,-40,-26,-47
"April 25, 2021 at 03:20PM",pos_4_1,-45,-25,-39
"April 25, 2021 at 03:20PM",pos_4_1,-45,-27,-39
"April 25, 2021 at 03:21PM",pos_4_1,-41,-30,-39
"April 25, 2021 at 03:21PM",pos_4_1,-40,-37,-38
"April 25, 2021 at 03:21PM",pos_4_1,-47,-53,-37
"April 25, 2021 at 03:21PM",pos_4_1,-41,-28,-40
"April 25, 2021 at 03:21PM",pos_4_1,-47,-26,-39
"April 25, 2021 at 03:22PM",pos_4_1,-48,-28,-39
"April 25, 2021 at 03:22PM",pos_4_1,-40,-24,-38
"April 25, 2021 at 03:22PM",pos_4_1,-46,-27,-38
"April 25, 2021 at 03:22PM",pos_4_1,-43,-28,-49
"April 25, 2021 at 03:23PM",pos_4_1,-39,-26,-38
"April 25, 2021 at 03:23PM",pos_4_1,-46,-26,-40
"April 25, 2021 at 03:23PM",pos_4_1,-46,-27,-40
"April 25, 2021 at 03:23PM",pos_4_1,-41,-28,-40
"April 25, 2021 at 03:23PM",pos_4_1,-38,-26,-46
"April 25, 2021 at 03:24PM",pos_4_1,-38,-25,-50
"April 25, 2021 at 03:24PM",pos_4_1,-38,-26,-38
"April 25, 2021 at 03:24PM",pos_4_1,-36,-26,-55
"April 25, 2021 at 03:24PM",pos_4_1,-39,-25,-40
"April 25, 2021 at 03:24PM",pos_4_1,-45,-28,-47
"April 25, 2021 at 03:25PM",pos_4_1,-37,-27,-38
"April 25, 2021 at 03:25PM",pos_4_1,-39,-28,-38
"April 25, 2021 at 03:25PM",pos_4_1,-38,-26,-46
"April 25, 2021 at 03:25PM",pos_4_1,-46,-29,-48
"April 25, 2021 at 03:25PM",pos_4_1,-39,-29,-43
"April 25, 2021 at 03:25PM",pos_4_1,-38,-25,-38
"April 25, 2021 at 03:26PM",pos_4_1,-41,-28,-50
"April 25, 2021 at 03:26PM",pos_4_1,-41,-29,-40
"April 25, 2021 at 03:26PM",pos_4_1,-38,-28,-49
"April 25, 2021 at 03:26PM",pos_4_1,-40,-25,-38
"April 25, 2021 at 03:27PM",pos_4_1,-40,-27,-40
"April 25, 2021 at 03:27PM",pos_4_1,-46,-25,-47
"April 25, 2021 at 03:27PM",pos_4_1,-39,-25,-39
"April 25, 2021 at 03:27PM",pos_4_1,-38,-28,-41
"April 25, 2021 at 03:28PM",pos_4_1,-39,-29,-50
"April 25, 2021 at 03:28PM",pos_4_1,-38,-28,-46
"April 25, 2021 at 03:28PM",pos_4_1,-47,-28,-47
"April 25, 2021 at 03:28PM",pos_4_1,-38,-28,-40
"April 25, 2021 at 03:29PM",pos_4_1,-39,-26,-46
"April 25, 2021 at 03:29PM",pos_4_1,-37,-65,-41
"April 25, 2021 at 03:29PM",pos_4_1,-41,-28,-38
"April 25, 2021 at 03:29PM",pos_4_1,-41,-29,-43
"April 25, 2021 at 03:29PM",pos_4_1,-44,-28,-39
"April 25, 2021 at 03:30PM",pos_4_1,-38,-25,-37
"April 25, 2021 at 03:30PM",pos_4_1,-47,-26,-37
"April 25, 2021 at 03:30PM",pos_4_1,-39,-25,-47
"April 25, 2021 at 03:30PM",pos_4_1,-38,-26,-38
"April 25, 2021 at 03:31PM",pos_4_1,-45,-26,-38
"April 25, 2021 at 03:31PM",pos_4_1,-38,-25,-36
"April 25, 2021 at 03:31PM",pos_4_1,-40,-21,-40
"April 25, 2021 at 03:31PM",pos_4_1,-38,-21,-37
"April 25, 2021 at 03:31PM",pos_4_1,-41,-22,-37
"April 25, 2021 at 03:32PM",pos_4_1,-39,-19,-38
"April 25, 2021 at 03:32PM",pos_4_1,-38,-19,-36
"April 25, 2021 at 03:32PM",pos_4_1,-48,-32,-38
"April 25, 2021 at 03:32PM",pos_4_1,-47,-32,-42
"April 25, 2021 at 03:32PM",pos_4_1,-41,-30,-47
"April 25, 2021 at 03:32PM",pos_4_1,-45,-30,-39
"April 25, 2021 at 03:33PM",pos_4_1,-38,-28,-35
,pos[4.1],-45.96732026,-27.82352941,-40.98039216
