"April 20, 2021 at 08:51PM",pos_3_1,AP1,AP2,AP3
"April 24, 2021 at 04:29PM",pos_3_1,-45,-48,-31
"April 24, 2021 at 04:29PM",pos_3_1,-43,-40,-27
"April 24, 2021 at 04:30PM",pos_3_1,-48,-50,-28
"April 24, 2021 at 04:30PM",pos_3_1,-39,-49,-32
"April 24, 2021 at 04:30PM",pos_3_1,-46,-69,-26
"April 24, 2021 at 04:30PM",pos_3_1,-42,-47,-25
"April 24, 2021 at 04:30PM",pos_3_1,-42,-50,-30
"April 24, 2021 at 04:31PM",pos_3_1,-48,-66,-32
"April 24, 2021 at 04:31PM",pos_3_1,-43,-46,-31
"April 24, 2021 at 04:31PM",pos_3_1,-38,-38,-30
"April 24, 2021 at 04:31PM",pos_3_1,-46,-69,-28
"April 24, 2021 at 04:32PM",pos_3_1,-45,-40,-28
"April 24, 2021 at 04:32PM",pos_3_1,-38,-46,-29
"April 24, 2021 at 04:32PM",pos_3_1,-39,-38,-28
"April 24, 2021 at 04:32PM",pos_3_1,-41,-40,-29
"April 24, 2021 at 04:33PM",pos_3_1,-45,-51,-29
"April 24, 2021 at 04:33PM",pos_3_1,-48,-43,-31
"April 24, 2021 at 04:33PM",pos_3_1,-37,-37,-30
"April 24, 2021 at 04:33PM",pos_3_1,-37,-48,-31
"April 24, 2021 at 04:34PM",pos_3_1,-36,-70,-29
"April 24, 2021 at 04:34PM",pos_3_1,-35,-48,-29
"April 24, 2021 at 04:34PM",pos_3_1,-37,-41,-29
"April 24, 2021 at 04:34PM",pos_3_1,-37,-47,-29
"April 24, 2021 at 04:34PM",pos_3_1,-36,-38,-28
"April 24, 2021 at 04:35PM",pos_3_1,-36,-48,-31
"April 24, 2021 at 04:35PM",pos_3_1,-37,-69,-29
"April 24, 2021 at 04:35PM",pos_3_1,-36,-47,-26
"April 24, 2021 at 04:36PM",pos_3_1,-36,-39,-30
"April 24, 2021 at 04:36PM",pos_3_1,-35,-38,-28
"April 24, 2021 at 04:37PM",pos_3_1,-36,-38,-27
"April 24, 2021 at 04:37PM",pos_3_1,-37,-39,-32
"April 24, 2021 at 04:37PM",pos_3_1,-35,-50,-34
"April 24, 2021 at 04:37PM",pos_3_1,-37,-48,-32
"April 24, 2021 at 04:37PM",pos_3_1,-37,-39,-36
"April 24, 2021 at 04:37PM",pos_3_1,-36,-36,-33
"April 24, 2021 at 04:38PM",pos_3_1,-37,-35,-33
"April 24, 2021 at 04:38PM",pos_3_1,-35,-35,-35
"April 24, 2021 at 04:38PM",pos_3_1,-43,-38,-38
"April 24, 2021 at 04:38PM",pos_3_1,-35,-41,-39
"April 24, 2021 at 04:38PM",pos_3_1,-38,-37,-49
"April 24, 2021 at 04:39PM",pos_3_1,-36,-38,-50
"April 24, 2021 at 04:39PM",pos_3_1,-36,-47,-36
"April 24, 2021 at 04:39PM",pos_3_1,-41,-39,-49
"April 24, 2021 at 04:39PM",pos_3_1,-35,-35,-34
"April 24, 2021 at 04:39PM",pos_3_1,-37,-36,-35
"April 24, 2021 at 04:40PM",pos_3_1,-36,-37,-33
"April 24, 2021 at 04:40PM",pos_3_1,-35,-45,-31
"April 24, 2021 at 04:40PM",pos_3_1,-42,-38,-34
"April 24, 2021 at 04:40PM",pos_3_1,-35,-38,-35
"April 24, 2021 at 04:40PM",pos_3_1,-35,-48,-33
"April 24, 2021 at 04:40PM",pos_3_1,-36,-37,-30
"April 24, 2021 at 04:41PM",pos_3_1,-36,-47,-33
"April 24, 2021 at 04:41PM",pos_3_1,-36,-50,-39
"April 24, 2021 at 04:41PM",pos_3_1,-36,-48,-39
"April 24, 2021 at 04:41PM",pos_3_1,-41,-46,-35
"April 24, 2021 at 04:41PM",pos_3_1,-36,-33,-31
"April 24, 2021 at 04:42PM",pos_3_1,-37,-37,-31
"April 24, 2021 at 04:42PM",pos_3_1,-39,-49,-36
"April 24, 2021 at 04:42PM",pos_3_1,-38,-46,-32
"April 24, 2021 at 04:42PM",pos_3_1,-36,-38,-78
"April 24, 2021 at 04:42PM",pos_3_1,-36,-33,-31
"April 24, 2021 at 04:43PM",pos_3_1,-36,-44,-30
"April 24, 2021 at 04:43PM",pos_3_1,-36,-37,-34
"April 24, 2021 at 04:43PM",pos_3_1,-37,-45,-34
"April 24, 2021 at 04:43PM",pos_3_1,-36,-36,-29
"April 24, 2021 at 04:43PM",pos_3_1,-36,-36,-43
"April 24, 2021 at 04:44PM",pos_3_1,-40,-38,-33
"April 24, 2021 at 04:44PM",pos_3_1,-38,-45,-32
"April 24, 2021 at 04:45PM",pos_3_1,-37,-45,-54
"April 24, 2021 at 04:45PM",pos_3_1,-35,-36,-31
"April 24, 2021 at 04:45PM",pos_3_1,-48,-39,-38
"April 24, 2021 at 04:45PM",pos_3_1,-44,-43,-30
"April 24, 2021 at 04:46PM",pos_3_1,-39,-36,-38
"April 24, 2021 at 04:46PM",pos_3_1,-43,-40,-40
"April 24, 2021 at 04:46PM",pos_3_1,-41,-36,-40
"April 24, 2021 at 04:47PM",pos_3_1,-41,-48,-50
"April 24, 2021 at 04:47PM",pos_3_1,-40,-32,-50
"April 24, 2021 at 04:47PM",pos_3_1,-38,-47,-38
"April 24, 2021 at 04:47PM",pos_3_1,-40,-35,-35
"April 24, 2021 at 04:47PM",pos_3_1,-48,-45,-47
"April 24, 2021 at 04:48PM",pos_3_1,-40,-36,-47
"April 24, 2021 at 04:48PM",pos_3_1,-47,-41,-47
"April 24, 2021 at 04:48PM",pos_3_1,-47,-45,-35
"April 24, 2021 at 04:48PM",pos_3_1,-47,-33,-34
"April 24, 2021 at 04:48PM",pos_3_1,-42,-48,-38
"April 24, 2021 at 04:49PM",pos_3_1,-40,-35,-35
"April 24, 2021 at 04:49PM",pos_3_1,-78,-49,-42
"April 24, 2021 at 04:49PM",pos_3_1,-45,-45,-39
"April 24, 2021 at 04:49PM",pos_3_1,-39,-38,-37
"April 24, 2021 at 04:49PM",pos_3_1,-40,-39,-39
"April 24, 2021 at 04:50PM",pos_3_1,-46,-37,-38
"April 24, 2021 at 04:50PM",pos_3_1,-44,-36,-37
"April 24, 2021 at 04:50PM",pos_3_1,-45,-36,-39
"April 24, 2021 at 04:50PM",pos_3_1,-46,-49,-46
"April 24, 2021 at 04:50PM",pos_3_1,-46,-34,-36
"April 24, 2021 at 04:51PM",pos_3_1,-40,-37,-37
"April 24, 2021 at 04:51PM",pos_3_1,-41,-38,-47
"April 24, 2021 at 04:51PM",pos_3_1,-39,-37,-36
"April 24, 2021 at 04:51PM",pos_3_1,-39,-46,-36
"April 24, 2021 at 04:51PM",pos_3_1,-40,-46,-38
"April 24, 2021 at 04:52PM",pos_3_1,-45,-34,-35
"April 24, 2021 at 04:52PM",pos_3_1,-46,-38,-41
"April 24, 2021 at 04:52PM",pos_3_1,-48,-48,-47
"April 24, 2021 at 04:52PM",pos_3_1,-40,-35,-39
"April 24, 2021 at 04:52PM",pos_3_1,-47,-47,-44
"April 24, 2021 at 04:53PM",pos_3_1,-47,-36,-46
"April 24, 2021 at 04:53PM",pos_3_1,-46,-35,-38
"April 24, 2021 at 04:53PM",pos_3_1,-40,-35,-47
"April 24, 2021 at 04:53PM",pos_3_1,-39,-39,-69
"April 24, 2021 at 04:53PM",pos_3_1,-40,-67,-34
"April 24, 2021 at 04:54PM",pos_3_1,-39,-34,-43
"April 24, 2021 at 04:54PM",pos_3_1,-41,-37,-47
"April 24, 2021 at 04:54PM",pos_3_1,-46,-32,-35
"April 24, 2021 at 04:54PM",pos_3_1,-47,-36,-36
"April 24, 2021 at 04:54PM",pos_3_1,-39,-34,-34
"April 24, 2021 at 04:55PM",pos_3_1,-40,-34,-36
"April 24, 2021 at 04:55PM",pos_3_1,-40,-35,-36
"April 24, 2021 at 04:55PM",pos_3_1,-43,-38,-39
"April 24, 2021 at 04:55PM",pos_3_1,-51,-38,-38
"April 24, 2021 at 04:55PM",pos_3_1,-51,-34,-38
"April 24, 2021 at 04:56PM",pos_3_1,-43,-49,-37
"April 24, 2021 at 04:56PM",pos_3_1,-39,-45,-36
,pos[3.1],-40.29166667,-42.71428571,-34.79761905
