"April 20, 2021 at 08:50PM",pos_2_3,AP1,AP2,AP3
"April 24, 2021 at 03:37PM",pos_2_3,-28,-40,-27
"April 24, 2021 at 03:37PM",pos_2_3,-28,-47,-25
"April 24, 2021 at 03:37PM",pos_2_3,-27,-38,-29
"April 24, 2021 at 03:37PM",pos_2_3,-27,-41,-26
"April 24, 2021 at 03:37PM",pos_2_3,-26,-51,-22
"April 24, 2021 at 03:38PM",pos_2_3,-28,-40,-29
"April 24, 2021 at 03:38PM",pos_2_3,-29,-50,-24
"April 24, 2021 at 03:38PM",pos_2_3,-28,-53,-25
"April 24, 2021 at 03:38PM",pos_2_3,-29,-42,-27
"April 24, 2021 at 03:38PM",pos_2_3,-28,-39,-27
"April 24, 2021 at 03:39PM",pos_2_3,-26,-38,-23
"April 24, 2021 at 03:39PM",pos_2_3,-28,-39,-23
,pos[2.3],-28.9483871,-47.9483871,-29.22580645
