"April 20, 2021 at 08:56PM",pos_3_4,AP1,AP2,AP3
"April 25, 2021 at 02:31PM",pos_3_4,-38,-50,-31
"April 25, 2021 at 02:32PM",pos_3_4,-39,-50,-30
"April 25, 2021 at 02:32PM",pos_3_4,-37,-48,-28
"April 25, 2021 at 02:32PM",pos_3_4,-37,-36,-28
"April 25, 2021 at 02:32PM",pos_3_4,-42,-51,-34
"April 25, 2021 at 02:32PM",pos_3_4,-46,-49,-31
"April 25, 2021 at 02:33PM",pos_3_4,-36,-46,-25
"April 25, 2021 at 02:33PM",pos_3_4,-36,-40,-35
"April 25, 2021 at 02:33PM",pos_3_4,-45,-49,-30
"April 25, 2021 at 02:33PM",pos_3_4,-34,-44,-25
"April 25, 2021 at 02:33PM",pos_3_4,-42,-46,-26
"April 25, 2021 at 02:34PM",pos_3_4,-38,-50,-31
"April 25, 2021 at 02:34PM",pos_3_4,-38,-46,-30
"April 25, 2021 at 02:34PM",pos_3_4,-40,-46,-27
"April 25, 2021 at 02:34PM",pos_3_4,-39,-47,-30
"April 25, 2021 at 02:34PM",pos_3_4,-45,-37,-28
"April 25, 2021 at 02:35PM",pos_3_4,-38,-41,-29
"April 25, 2021 at 02:35PM",pos_3_4,-45,-52,-30
"April 25, 2021 at 02:35PM",pos_3_4,-37,-48,-26
"April 25, 2021 at 02:35PM",pos_3_4,-37,-38,-31
"April 25, 2021 at 02:35PM",pos_3_4,-46,-38,-33
"April 25, 2021 at 02:35PM",pos_3_4,-47,-51,-28
"April 25, 2021 at 02:36PM",pos_3_4,-47,-50,-27
"April 25, 2021 at 02:36PM",pos_3_4,-39,-49,-27
"April 25, 2021 at 02:36PM",pos_3_4,-46,-44,-27
"April 25, 2021 at 02:36PM",pos_3_4,-41,-39,-42
"April 25, 2021 at 02:36PM",pos_3_4,-48,-46,-27
"April 25, 2021 at 02:37PM",pos_3_4,-39,-53,-27
"April 25, 2021 at 02:37PM",pos_3_4,-37,-41,-26
"April 25, 2021 at 02:37PM",pos_3_4,-37,-45,-25
"April 25, 2021 at 02:37PM",pos_3_4,-38,-45,-27
"April 25, 2021 at 02:37PM",pos_3_4,-36,-40,-28
"April 25, 2021 at 02:37PM",pos_3_4,-40,-40,-28
"April 25, 2021 at 02:38PM",pos_3_4,-39,-50,-26
"April 25, 2021 at 02:38PM",pos_3_4,-45,-39,-24
"April 25, 2021 at 02:38PM",pos_3_4,-36,-47,-29
"April 25, 2021 at 02:38PM",pos_3_4,-38,-48,-25
"April 25, 2021 at 02:38PM",pos_3_4,-47,-48,-27
"April 25, 2021 at 02:39PM",pos_3_4,-45,-53,-26
"April 25, 2021 at 02:39PM",pos_3_4,-40,-46,-24
"April 25, 2021 at 02:39PM",pos_3_4,-40,-46,-25
"April 25, 2021 at 02:39PM",pos_3_4,-50,-52,-23
"April 25, 2021 at 02:39PM",pos_3_4,-53,-36,-28
"April 25, 2021 at 02:40PM",pos_3_4,-41,-34,-23
"April 25, 2021 at 02:40PM",pos_3_4,-48,-43,-24
"April 25, 2021 at 02:40PM",pos_3_4,-40,-35,-24
"April 25, 2021 at 02:40PM",pos_3_4,-41,-46,-28
"April 25, 2021 at 02:40PM",pos_3_4,-50,-37,-27
"April 25, 2021 at 02:40PM",pos_3_4,-49,-43,-22
"April 25, 2021 at 02:41PM",pos_3_4,-48,-47,-26
"April 25, 2021 at 02:41PM",pos_3_4,-48,-46,-26
"April 25, 2021 at 02:41PM",pos_3_4,-46,-39,-26
"April 25, 2021 at 02:41PM",pos_3_4,-49,-33,-24
"April 25, 2021 at 02:41PM",pos_3_4,-43,-36,-26
"April 25, 2021 at 02:42PM",pos_3_4,-50,-40,-27
"April 25, 2021 at 02:42PM",pos_3_4,-47,-46,-25
"April 25, 2021 at 02:42PM",pos_3_4,-47,-36,-28
"April 25, 2021 at 02:42PM",pos_3_4,-38,-38,-24
"April 25, 2021 at 02:43PM",pos_3_4,-38,-48,-26
"April 25, 2021 at 02:43PM",pos_3_4,-43,-40,-28
"April 25, 2021 at 02:43PM",pos_3_4,-40,-35,-24
"April 25, 2021 at 02:43PM",pos_3_4,-39,-46,-26
"April 25, 2021 at 02:43PM",pos_3_4,-51,-39,-28
"April 25, 2021 at 02:44PM",pos_3_4,-51,-39,-26
"April 25, 2021 at 02:44PM",pos_3_4,-50,-35,-25
"April 25, 2021 at 02:45PM",pos_3_4,-50,-37,-25
"April 25, 2021 at 02:45PM",pos_3_4,-50,-38,-26
"April 25, 2021 at 02:45PM",pos_3_4,-50,-48,-27
"April 25, 2021 at 02:45PM",pos_3_4,-51,-36,-31
"April 25, 2021 at 02:46PM",pos_3_4,-52,-45,-25
"April 25, 2021 at 02:46PM",pos_3_4,-52,-37,-23
"April 25, 2021 at 02:46PM",pos_3_4,-51,-35,-23
"April 25, 2021 at 02:46PM",pos_3_4,-52,-36,-23
"April 25, 2021 at 02:47PM",pos_3_4,-50,-45,-24
"April 25, 2021 at 02:47PM",pos_3_4,-51,-39,-32
"April 25, 2021 at 02:47PM",pos_3_4,-51,-39,-28
"April 25, 2021 at 02:48PM",pos_3_4,-50,-36,-27
"April 25, 2021 at 02:48PM",pos_3_4,-49,-37,-29
"April 25, 2021 at 02:48PM",pos_3_4,-45,-49,-27
"April 25, 2021 at 02:48PM",pos_3_4,-47,-39,-27
"April 25, 2021 at 02:49PM",pos_3_4,-49,-47,-27
"April 25, 2021 at 02:49PM",pos_3_4,-47,-50,-24
"April 25, 2021 at 02:49PM",pos_3_4,-38,-43,-28
"April 25, 2021 at 02:49PM",pos_3_4,-39,-37,-27
"April 25, 2021 at 02:50PM",pos_3_4,-38,-39,-29
"April 25, 2021 at 02:50PM",pos_3_4,-44,-36,-26
"April 25, 2021 at 02:50PM",pos_3_4,-39,-35,-26
"April 25, 2021 at 02:50PM",pos_3_4,-39,-48,-31
"April 25, 2021 at 02:50PM",pos_3_4,-36,-35,-34
"April 25, 2021 at 02:50PM",pos_3_4,-45,-43,-31
"April 25, 2021 at 02:51PM",pos_3_4,-47,-35,-26
"April 25, 2021 at 02:51PM",pos_3_4,-43,-49,-29
"April 25, 2021 at 02:51PM",pos_3_4,-40,-35,-29
"April 25, 2021 at 02:51PM",pos_3_4,-42,-34,-28
"April 25, 2021 at 02:51PM",pos_3_4,-47,-47,-32
"April 25, 2021 at 02:52PM",pos_3_4,-40,-51,-29
"April 25, 2021 at 02:52PM",pos_3_4,-48,-48,-27
"April 25, 2021 at 02:52PM",pos_3_4,-42,-40,-27
"April 25, 2021 at 02:52PM",pos_3_4,-43,-41,-29
"April 25, 2021 at 02:52PM",pos_3_4,-47,-51,-28
"April 25, 2021 at 02:52PM",pos_3_4,-49,-49,-29
"April 25, 2021 at 02:53PM",pos_3_4,-45,-41,-32
"April 25, 2021 at 02:53PM",pos_3_4,-47,-40,-30
"April 25, 2021 at 02:53PM",pos_3_4,-47,-48,-31
"April 25, 2021 at 02:53PM",pos_3_4,-43,-48,-30
"April 25, 2021 at 02:53PM",pos_3_4,-48,-39,-29
"April 25, 2021 at 02:54PM",pos_3_4,-48,-36,-28
"April 25, 2021 at 02:54PM",pos_3_4,-40,-38,-26
"April 25, 2021 at 02:54PM",pos_3_4,-41,-45,-29
"April 25, 2021 at 02:54PM",pos_3_4,-49,-49,-33
"April 25, 2021 at 02:55PM",pos_3_4,-46,-50,-31
"April 25, 2021 at 02:55PM",pos_3_4,-42,-38,-30
"April 25, 2021 at 02:55PM",pos_3_4,-40,-39,-27
"April 25, 2021 at 02:55PM",pos_3_4,-38,-35,-31
"April 25, 2021 at 02:55PM",pos_3_4,-38,-36,-28
"April 25, 2021 at 02:56PM",pos_3_4,-42,-54,-28
"April 25, 2021 at 02:56PM",pos_3_4,-47,-42,-29
"April 25, 2021 at 02:56PM",pos_3_4,-47,-41,-32
"April 25, 2021 at 02:56PM",pos_3_4,-47,-40,-28
"April 25, 2021 at 02:56PM",pos_3_4,-40,-40,-32
"April 25, 2021 at 02:57PM",pos_3_4,-41,-51,-30
"April 25, 2021 at 02:57PM",pos_3_4,-39,-54,-34
"April 25, 2021 at 02:57PM",pos_3_4,-45,-38,-27
"April 25, 2021 at 02:57PM",pos_3_4,-47,-40,-27
"April 25, 2021 at 02:57PM",pos_3_4,-44,-49,-28
"April 25, 2021 at 02:57PM",pos_3_4,-42,-43,-28
"April 25, 2021 at 02:58PM",pos_3_4,-49,-41,-30
"April 25, 2021 at 02:58PM",pos_3_4,-40,-42,-30
"April 25, 2021 at 02:58PM",pos_3_4,-46,-48,-30
"April 25, 2021 at 02:58PM",pos_3_4,-44,-50,-28
"April 25, 2021 at 02:58PM",pos_3_4,-46,-51,-31
"April 25, 2021 at 02:59PM",pos_3_4,-40,-41,-27
"April 25, 2021 at 02:59PM",pos_3_4,-40,-54,-33
"April 25, 2021 at 02:59PM",pos_3_4,-42,-52,-31
"April 25, 2021 at 02:59PM",pos_3_4,-42,-56,-30
"April 25, 2021 at 02:59PM",pos_3_4,-40,-51,-32
"April 25, 2021 at 03:00PM",pos_3_4,-40,-45,-28
"April 25, 2021 at 03:00PM",pos_3_4,-39,-57,-31
"April 25, 2021 at 03:00PM",pos_3_4,-48,-52,-26
"April 25, 2021 at 03:00PM",pos_3_4,-42,-63,-29
,pos[3.4],-41.82323232,-43.11111111,-27.86868687
