"April 20, 2021 at 08:36PM",pos_1_3,AP1,AP2,AP3
"April 24, 2021 at 12:32PM",pos_1_3,-26,-32,-27
"April 24, 2021 at 12:32PM",pos_1_3,-29,-34,-25
"April 24, 2021 at 12:32PM",pos_1_3,-27,-35,-29
"April 24, 2021 at 12:32PM",pos_1_3,-28,-39,-27
"April 24, 2021 at 12:32PM",pos_1_3,-26,-33,-28
"April 24, 2021 at 12:33PM",pos_1_3,-29,-34,-26
"April 24, 2021 at 12:33PM",pos_1_3,-30,-36,-30
"April 24, 2021 at 12:33PM",pos_1_3,-26,-31,-28
"April 24, 2021 at 12:33PM",pos_1_3,-26,-32,-29
"April 24, 2021 at 12:33PM",pos_1_3,-27,-34,-28
"April 24, 2021 at 12:34PM",pos_1_3,-25,-33,-28
"April 24, 2021 at 12:34PM",pos_1_3,-27,-32,-29
"April 24, 2021 at 12:34PM",pos_1_3,-28,-39,-29
"April 24, 2021 at 12:34PM",pos_1_3,-27,-31,-30
"April 24, 2021 at 12:34PM",pos_1_3,-27,-32,-27
"April 24, 2021 at 12:35PM",pos_1_3,-27,-33,-27
"April 24, 2021 at 12:35PM",pos_1_3,-26,-33,-28
"April 24, 2021 at 12:35PM",pos_1_3,-27,-35,-28
"April 24, 2021 at 12:35PM",pos_1_3,-28,-37,-29
"April 24, 2021 at 12:35PM",pos_1_3,-31,-32,-30
"April 24, 2021 at 12:36PM",pos_1_3,-25,-33,-31
"April 24, 2021 at 12:36PM",pos_1_3,-23,-33,-23
"April 24, 2021 at 12:36PM",pos_1_3,-24,-32,-30
"April 24, 2021 at 12:36PM",pos_1_3,-27,-33,-35
"April 24, 2021 at 12:36PM",pos_1_3,-27,-34,-31
"April 24, 2021 at 12:37PM",pos_1_3,-28,-33,-32
"April 24, 2021 at 12:37PM",pos_1_3,-26,-34,-29
"April 24, 2021 at 12:37PM",pos_1_3,-24,-33,-27
"April 24, 2021 at 12:37PM",pos_1_3,-25,-33,-29
"April 24, 2021 at 12:37PM",pos_1_3,-28,-34,-26
"April 24, 2021 at 12:38PM",pos_1_3,-29,-35,-29
"April 24, 2021 at 12:38PM",pos_1_3,-27,-34,-44
"April 24, 2021 at 12:38PM",pos_1_3,-29,-32,-31
"April 24, 2021 at 12:38PM",pos_1_3,-28,-34,-25
"April 24, 2021 at 12:38PM",pos_1_3,-27,-36,-27
"April 24, 2021 at 12:39PM",pos_1_3,-29,-42,-25
"April 24, 2021 at 12:39PM",pos_1_3,-27,-44,-30
"April 24, 2021 at 12:39PM",pos_1_3,-28,-35,-28
"April 24, 2021 at 12:39PM",pos_1_3,-29,-34,-29
"April 24, 2021 at 12:39PM",pos_1_3,-29,-34,-27
"April 24, 2021 at 12:40PM",pos_1_3,-28,-32,-27
"April 24, 2021 at 12:40PM",pos_1_3,-27,-33,-33
"April 24, 2021 at 12:40PM",pos_1_3,-27,-32,-27
"April 24, 2021 at 12:40PM",pos_1_3,-29,-36,-29
"April 24, 2021 at 12:40PM",pos_1_3,-30,-36,-30
"April 24, 2021 at 12:41PM",pos_1_3,-33,-33,-33
"April 24, 2021 at 12:41PM",pos_1_3,-27,-32,-29
"April 24, 2021 at 12:41PM",pos_1_3,-29,-33,-27
"April 24, 2021 at 12:41PM",pos_1_3,-28,-33,-31
"April 24, 2021 at 12:42PM",pos_1_3,-28,-33,-28
"April 24, 2021 at 12:42PM",pos_1_3,-30,-34,-27
"April 24, 2021 at 12:42PM",pos_1_3,-30,-34,-31
"April 24, 2021 at 12:42PM",pos_1_3,-32,-36,-32
"April 24, 2021 at 12:42PM",pos_1_3,-29,-35,-28
"April 24, 2021 at 12:43PM",pos_1_3,-31,-32,-28
"April 24, 2021 at 12:43PM",pos_1_3,-30,-32,-28
"April 24, 2021 at 12:43PM",pos_1_3,-30,-34,-32
"April 24, 2021 at 12:43PM",pos_1_3,-28,-32,-29
"April 24, 2021 at 12:43PM",pos_1_3,-30,-33,-30
"April 24, 2021 at 12:44PM",pos_1_3,-31,-35,-28
"April 24, 2021 at 12:44PM",pos_1_3,-32,-36,-32
"April 24, 2021 at 12:44PM",pos_1_3,-27,-33,-52
"April 24, 2021 at 12:44PM",pos_1_3,-30,-32,-29
"April 24, 2021 at 12:44PM",pos_1_3,-27,-33,-25
"April 24, 2021 at 12:45PM",pos_1_3,-27,-35,-27
"April 24, 2021 at 12:45PM",pos_1_3,-28,-31,-26
"April 24, 2021 at 12:45PM",pos_1_3,-27,-31,-27
"April 24, 2021 at 12:45PM",pos_1_3,-30,-32,-29
"April 24, 2021 at 12:45PM",pos_1_3,-31,-34,-28
"April 24, 2021 at 12:49PM",pos_1_3,-28,-40,-27
"April 24, 2021 at 12:49PM",pos_1_3,-30,-41,-30
"April 24, 2021 at 12:49PM",pos_1_3,-28,-36,-28
"April 24, 2021 at 12:49PM",pos_1_3,-27,-33,-30
"April 24, 2021 at 12:49PM",pos_1_3,-29,-38,-29
"April 24, 2021 at 12:50PM",pos_1_3,-29,-35,-29
"April 24, 2021 at 12:50PM",pos_1_3,-30,-40,-28
"April 24, 2021 at 12:50PM",pos_1_3,-29,-35,-30
"April 24, 2021 at 12:50PM",pos_1_3,-29,-38,-30
"April 24, 2021 at 12:50PM",pos_1_3,-31,-38,-30
"April 24, 2021 at 12:51PM",pos_1_3,-30,-35,-33
"April 24, 2021 at 12:51PM",pos_1_3,-30,-35,-33
"April 24, 2021 at 12:51PM",pos_1_3,-29,-31,-27
,,,,
