"April 20, 2021 at 08:36PM",pos_1_2,AP1,AP2,AP3
"April 24, 2021 at 11:28AM",pos_1_2,-24,-65,-30
"April 24, 2021 at 11:28AM",pos_1_2,-28,-64,-30
"April 24, 2021 at 11:28AM",pos_1_2,-24,-68,-29
"April 24, 2021 at 11:28AM",pos_1_2,-26,-74,-30
"April 24, 2021 at 11:29AM",pos_1_2,-26,-67,-29
"April 24, 2021 at 11:29AM",pos_1_2,-24,-58,-28
"April 24, 2021 at 11:29AM",pos_1_2,-26,-64,-30
"April 24, 2021 at 11:29AM",pos_1_2,-26,-62,-27
"April 24, 2021 at 11:29AM",pos_1_2,-25,-57,-32
"April 24, 2021 at 11:30AM",pos_1_2,-25,-63,-26
"April 24, 2021 at 11:30AM",pos_1_2,-27,-64,-29
"April 24, 2021 at 11:30AM",pos_1_2,-27,-59,-29
"April 24, 2021 at 11:30AM",pos_1_2,-25,-59,-30
"April 24, 2021 at 11:30AM",pos_1_2,-28,-55,-26
"April 24, 2021 at 11:31AM",pos_1_2,-28,-57,-31
"April 24, 2021 at 11:31AM",pos_1_2,-26,-58,-26
"April 24, 2021 at 11:31AM",pos_1_2,-27,-56,-27
"April 24, 2021 at 11:31AM",pos_1_2,-28,-53,-24
"April 24, 2021 at 11:31AM",pos_1_2,-28,-64,-31
"April 24, 2021 at 11:32AM",pos_1_2,-30,-63,-29
"April 24, 2021 at 11:32AM",pos_1_2,-29,-59,-31
"April 24, 2021 at 11:32AM",pos_1_2,-28,-57,-26
"April 24, 2021 at 11:32AM",pos_1_2,-28,-61,-25
"April 24, 2021 at 11:32AM",pos_1_2,-29,-61,-26
"April 24, 2021 at 11:33AM",pos_1_2,-28,-63,-25
"April 24, 2021 at 11:33AM",pos_1_2,-31,-59,-28
,pos[1.2],-26,-62.68571429,-33.07619048
