"April 20, 2021 at 09:01PM",pos_4_3,AP1,AP2,AP3
"April 25, 2021 at 04:58PM",pos_4_3,-45,-32,-36
"April 25, 2021 at 04:58PM",pos_4_3,-40,-31,-39
"April 25, 2021 at 04:59PM",pos_4_3,-38,-34,-41
"April 25, 2021 at 04:59PM",pos_4_3,-37,-32,-40
"April 25, 2021 at 04:59PM",pos_4_3,-44,-31,-35
"April 25, 2021 at 04:59PM",pos_4_3,-37,-32,-44
"April 25, 2021 at 04:59PM",pos_4_3,-37,-37,-42
"April 25, 2021 at 05:00PM",pos_4_3,-44,-32,-45
"April 25, 2021 at 05:00PM",pos_4_3,-39,-32,-38
"April 25, 2021 at 05:00PM",pos_4_3,-36,-33,-50
"April 25, 2021 at 05:00PM",pos_4_3,-39,-34,-48
"April 25, 2021 at 05:00PM",pos_4_3,-37,-34,-49
"April 25, 2021 at 05:01PM",pos_4_3,-38,-32,-46
"April 25, 2021 at 05:01PM",pos_4_3,-38,-31,-46
"April 25, 2021 at 05:01PM",pos_4_3,-36,-36,-38
"April 25, 2021 at 05:01PM",pos_4_3,-47,-38,-49
"April 25, 2021 at 05:01PM",pos_4_3,-38,-33,-47
"April 25, 2021 at 05:01PM",pos_4_3,-35,-33,-38
"April 25, 2021 at 05:02PM",pos_4_3,-37,-29,-45
"April 25, 2021 at 05:02PM",pos_4_3,-38,-30,-47
"April 25, 2021 at 05:02PM",pos_4_3,-38,-35,-36
"April 25, 2021 at 05:02PM",pos_4_3,-40,-32,-47
"April 25, 2021 at 05:02PM",pos_4_3,-40,-29,-48
"April 25, 2021 at 05:03PM",pos_4_3,-39,-31,-44
"April 25, 2021 at 05:03PM",pos_4_3,-38,-31,-40
"April 25, 2021 at 05:03PM",pos_4_3,-36,-35,-39
"April 25, 2021 at 05:03PM",pos_4_3,-37,-43,-39
"April 25, 2021 at 05:03PM",pos_4_3,-34,-30,-39
"April 25, 2021 at 05:04PM",pos_4_3,-45,-34,-48
"April 25, 2021 at 05:04PM",pos_4_3,-38,-34,-36
"April 25, 2021 at 05:04PM",pos_4_3,-42,-34,-38
"April 25, 2021 at 05:04PM",pos_4_3,-37,-32,-49
"April 25, 2021 at 05:04PM",pos_4_3,-38,-32,-46
"April 25, 2021 at 05:05PM",pos_4_3,-36,-34,-46
"April 25, 2021 at 05:05PM",pos_4_3,-38,-35,-41
"April 25, 2021 at 05:05PM",pos_4_3,-45,-33,-48
"April 25, 2021 at 05:05PM",pos_4_3,-43,-37,-44
"April 25, 2021 at 05:05PM",pos_4_3,-37,-35,-53
"April 25, 2021 at 05:06PM",pos_4_3,-44,-38,-50
"April 25, 2021 at 05:06PM",pos_4_3,-35,-31,-46
"April 25, 2021 at 05:06PM",pos_4_3,-38,-44,-41
"April 25, 2021 at 05:06PM",pos_4_3,-35,-32,-40
"April 25, 2021 at 05:06PM",pos_4_3,-38,-34,-49
"April 25, 2021 at 05:07PM",pos_4_3,-37,-33,-48
"April 25, 2021 at 05:07PM",pos_4_3,-36,-41,-51
"April 25, 2021 at 05:07PM",pos_4_3,-36,-34,-52
"April 25, 2021 at 05:07PM",pos_4_3,-37,-32,-46
"April 25, 2021 at 05:07PM",pos_4_3,-37,-32,-48
"April 25, 2021 at 05:07PM",pos_4_3,-38,-32,-38
"April 25, 2021 at 05:08PM",pos_4_3,-36,-32,-46
"April 25, 2021 at 05:08PM",pos_4_3,-37,-33,-38
"April 25, 2021 at 05:08PM",pos_4_3,-44,-35,-41
"April 25, 2021 at 05:08PM",pos_4_3,-36,-33,-46
"April 25, 2021 at 05:08PM",pos_4_3,-35,-32,-39
"April 25, 2021 at 05:09PM",pos_4_3,-36,-32,-39
"April 25, 2021 at 05:09PM",pos_4_3,-39,-32,-37
"April 25, 2021 at 05:09PM",pos_4_3,-36,-32,-38
"April 25, 2021 at 05:09PM",pos_4_3,-36,-31,-43
"April 25, 2021 at 05:09PM",pos_4_3,-37,-33,-41
"April 25, 2021 at 05:10PM",pos_4_3,-37,-35,-47
"April 25, 2021 at 05:10PM",pos_4_3,-35,-31,-45
"April 25, 2021 at 05:10PM",pos_4_3,-36,-34,-41
"April 25, 2021 at 05:10PM",pos_4_3,-38,-35,-50
"April 25, 2021 at 05:10PM",pos_4_3,-36,-35,-41
"April 25, 2021 at 05:10PM",pos_4_3,-35,-32,-38
"April 25, 2021 at 05:11PM",pos_4_3,-36,-32,-39
"April 25, 2021 at 05:11PM",pos_4_3,-36,-31,-41
"April 25, 2021 at 05:11PM",pos_4_3,-37,-32,-40
"April 25, 2021 at 05:11PM",pos_4_3,-37,-31,-47
"April 25, 2021 at 05:11PM",pos_4_3,-36,-31,-49
"April 25, 2021 at 05:12PM",pos_4_3,-42,-32,-45
"April 25, 2021 at 05:12PM",pos_4_3,-39,-31,-47
"April 25, 2021 at 05:12PM",pos_4_3,-36,-31,-48
"April 25, 2021 at 05:12PM",pos_4_3,-35,-30,-38
"April 25, 2021 at 05:13PM",pos_4_3,-35,-29,-47
"April 25, 2021 at 05:13PM",pos_4_3,-37,-32,-37
"April 25, 2021 at 05:13PM",pos_4_3,-35,-34,-42
"April 25, 2021 at 05:14PM",pos_4_3,-37,-70,-47
"April 25, 2021 at 05:14PM",pos_4_3,-37,-34,-46
"April 25, 2021 at 05:14PM",pos_4_3,-36,-33,-48
"April 25, 2021 at 05:14PM",pos_4_3,-42,-32,-47
"April 25, 2021 at 05:14PM",pos_4_3,-35,-33,-46
"April 25, 2021 at 05:14PM",pos_4_3,-36,-33,-38
"April 25, 2021 at 05:15PM",pos_4_3,-37,-29,-50
"April 25, 2021 at 05:15PM",pos_4_3,-36,-26,-38
"April 25, 2021 at 05:15PM",pos_4_3,-38,-33,-47
"April 25, 2021 at 05:16PM",pos_4_3,-35,-29,-38
"April 25, 2021 at 05:16PM",pos_4_3,-35,-31,-39
"April 25, 2021 at 05:16PM",pos_4_3,-37,-35,-33
"April 25, 2021 at 05:16PM",pos_4_3,-42,-33,-61
"April 25, 2021 at 05:16PM",pos_4_3,-38,-33,-51
"April 25, 2021 at 05:16PM",pos_4_3,-43,-34,-49
"April 25, 2021 at 05:17PM",pos_4_3,-39,-28,-51
"April 25, 2021 at 05:17PM",pos_4_3,-35,-33,-42
"April 25, 2021 at 05:17PM",pos_4_3,-58,-33,-51
"April 25, 2021 at 05:17PM",pos_4_3,-37,-30,-48
"April 25, 2021 at 05:18PM",pos_4_3,-36,-33,-44
"April 25, 2021 at 05:18PM",pos_4_3,-35,-31,-47
"April 25, 2021 at 05:18PM",pos_4_3,-36,-33,-37
"April 25, 2021 at 05:18PM",pos_4_3,-37,-29,-40
"April 25, 2021 at 05:18PM",pos_4_3,-35,-33,-47
"April 25, 2021 at 05:18PM",pos_4_3,-36,-35,-49
"April 25, 2021 at 05:19PM",pos_4_3,-43,-36,-37
"April 25, 2021 at 05:19PM",pos_4_3,-36,-32,-35
"April 25, 2021 at 05:19PM",pos_4_3,-36,-27,-57
"April 25, 2021 at 05:19PM",pos_4_3,-37,-29,-47
"April 25, 2021 at 05:20PM",pos_4_3,-35,-30,-53
"April 25, 2021 at 05:20PM",pos_4_3,-35,-31,-52
"April 25, 2021 at 05:20PM",pos_4_3,-36,-32,-54
"April 25, 2021 at 05:20PM",pos_4_3,-37,-31,-54
"April 25, 2021 at 05:20PM",pos_4_3,-37,-30,-53
"April 25, 2021 at 05:21PM",pos_4_3,-36,-30,-58
"April 25, 2021 at 05:21PM",pos_4_3,-35,-29,-40
"April 25, 2021 at 05:21PM",pos_4_3,-36,-34,-49
"April 25, 2021 at 05:21PM",pos_4_3,-35,-33,-42
"April 25, 2021 at 05:22PM",pos_4_3,-35,-37,-54
"April 25, 2021 at 05:22PM",pos_4_3,-41,-33,-59
"April 25, 2021 at 05:22PM",pos_4_3,-34,-37,-52
"April 25, 2021 at 05:22PM",pos_4_3,-35,-33,-50
"April 25, 2021 at 05:22PM",pos_4_3,-36,-35,-48
"April 25, 2021 at 05:23PM",pos_4_3,-36,-31,-46
"April 25, 2021 at 05:23PM",pos_4_3,-33,-34,-44
"April 25, 2021 at 05:23PM",pos_4_3,-34,-32,-46
"April 25, 2021 at 05:23PM",pos_4_3,-32,-36,-40
"April 25, 2021 at 05:23PM",pos_4_3,-35,-31,-45
"April 25, 2021 at 05:24PM",pos_4_3,-35,-31,-39
"April 25, 2021 at 05:24PM",pos_4_3,-36,-34,-44
"April 25, 2021 at 05:24PM",pos_4_3,-36,-31,-39
"April 25, 2021 at 05:24PM",pos_4_3,-35,-33,-49
"April 25, 2021 at 05:24PM",pos_4_3,-35,-33,-40
"April 25, 2021 at 05:24PM",pos_4_3,-36,-34,-53
"April 25, 2021 at 05:25PM",pos_4_3,-36,-29,-40
"April 25, 2021 at 05:25PM",pos_4_3,-37,-33,-39
"April 25, 2021 at 05:25PM",pos_4_3,-35,-33,-39
"April 25, 2021 at 05:25PM",pos_4_3,-38,-35,-38
"April 25, 2021 at 05:26PM",pos_4_3,-39,-35,-39
"April 25, 2021 at 05:26PM",pos_4_3,-35,-33,-35
"April 25, 2021 at 05:26PM",pos_4_3,-35,-35,-37
"April 25, 2021 at 05:26PM",pos_4_3,-34,-33,-34
"April 25, 2021 at 05:26PM",pos_4_3,-35,-37,-40
"April 25, 2021 at 05:26PM",pos_4_3,-34,-35,-41
"April 25, 2021 at 05:27PM",pos_4_3,-33,-32,-46
"April 25, 2021 at 05:27PM",pos_4_3,-37,-34,-50
"April 25, 2021 at 05:27PM",pos_4_3,-32,-31,-37
"April 25, 2021 at 05:27PM",pos_4_3,-36,-34,-49
"April 25, 2021 at 05:28PM",pos_4_3,-35,-31,-39
"April 25, 2021 at 05:28PM",pos_4_3,-36,-35,-51
"April 25, 2021 at 05:28PM",pos_4_3,-36,-29,-52
"April 25, 2021 at 05:28PM",pos_4_3,-35,-31,-48
"April 25, 2021 at 05:28PM",pos_4_3,-35,-30,-38
"April 25, 2021 at 05:28PM",pos_4_3,-36,-32,-35
"April 25, 2021 at 05:29PM",pos_4_3,-35,-30,-37
"April 25, 2021 at 05:29PM",pos_4_3,-34,-36,-48
"April 25, 2021 at 05:29PM",pos_4_3,-35,-31,-47
"April 25, 2021 at 05:29PM",pos_4_3,-36,-32,-37
"April 25, 2021 at 05:29PM",pos_4_3,-36,-31,-51
"April 25, 2021 at 05:30PM",pos_4_3,-35,-31,-47
"April 25, 2021 at 05:30PM",pos_4_3,-36,-33,-37
,pos[4.3],-37.66492147,-32.89528796,-43.65445026
