"April 20, 2021 at 08:45PM",pos_2_1,AP1,AP2,AP3
"April 24, 2021 at 01:49PM",pos_2_1,-38,-40,-40
"April 24, 2021 at 01:49PM",pos_2_1,-34,-53,-46
"April 24, 2021 at 01:49PM",pos_2_1,-36,-41,-31
"April 24, 2021 at 01:49PM",pos_2_1,-31,-51,-38
"April 24, 2021 at 01:50PM",pos_2_1,-32,-52,-36
"April 24, 2021 at 01:50PM",pos_2_1,-34,-51,-43
"April 24, 2021 at 01:50PM",pos_2_1,-33,-43,-36
"April 24, 2021 at 01:50PM",pos_2_1,-36,-53,-36
"April 24, 2021 at 01:50PM",pos_2_1,-34,-42,-35
"April 24, 2021 at 01:51PM",pos_2_1,-38,-50,-44
"April 24, 2021 at 01:51PM",pos_2_1,-37,-50,-35
"April 24, 2021 at 01:51PM",pos_2_1,-35,-44,-52
"April 24, 2021 at 01:51PM",pos_2_1,-35,-43,-40
"April 24, 2021 at 01:51PM",pos_2_1,-34,-49,-40
"April 24, 2021 at 01:52PM",pos_2_1,-32,-41,-35
"April 24, 2021 at 01:52PM",pos_2_1,-30,-54,-38
"April 24, 2021 at 01:52PM",pos_2_1,-35,-51,-36
,pos[2.1],-36.48888889,-48.07407407,-40.57777778
