"April 20, 2021 at 09:06PM",pos_4_4,AP1,AP2,AP3
"April 25, 2021 at 05:38PM",pos_4_4,-56,-30,-26
"April 25, 2021 at 05:39PM",pos_4_4,-37,-30,-21
"April 25, 2021 at 05:39PM",pos_4_4,-46,-33,-22
"April 25, 2021 at 05:45PM",pos_4_4,-44,-32,-25
"April 25, 2021 at 05:45PM",pos_4_4,-40,-48,-23
"April 25, 2021 at 05:46PM",pos_4_4,-46,-33,-54
"April 25, 2021 at 05:46PM",pos_4_4,-51,-34,-24
"April 25, 2021 at 05:46PM",pos_4_4,-48,-35,-25
"April 25, 2021 at 05:46PM",pos_4_4,-47,-28,-20
"April 25, 2021 at 05:47PM",pos_4_4,-47,-30,-24
"April 25, 2021 at 05:47PM",pos_4_4,-40,-31,-23
"April 25, 2021 at 05:47PM",pos_4_4,-46,-31,-23
"April 25, 2021 at 05:47PM",pos_4_4,-41,-27,-23
"April 25, 2021 at 05:47PM",pos_4_4,-50,-42,-25
"April 25, 2021 at 05:47PM",pos_4_4,-40,-31,-26
"April 25, 2021 at 05:48PM",pos_4_4,-39,-32,-21
"April 25, 2021 at 05:48PM",pos_4_4,-39,-30,-22
"April 25, 2021 at 05:48PM",pos_4_4,-39,-28,-24
"April 25, 2021 at 05:48PM",pos_4_4,-39,-32,-25
"April 25, 2021 at 05:48PM",pos_4_4,-46,-29,-22
"April 25, 2021 at 05:49PM",pos_4_4,-36,-27,-18
"April 25, 2021 at 05:49PM",pos_4_4,-39,-30,-24
"April 25, 2021 at 05:49PM",pos_4_4,-39,-31,-25
"April 25, 2021 at 05:49PM",pos_4_4,-39,-28,-22
"April 25, 2021 at 05:49PM",pos_4_4,-55,-32,-23
"April 25, 2021 at 05:49PM",pos_4_4,-47,-29,-55
"April 25, 2021 at 05:50PM",pos_4_4,-45,-29,-24
"April 25, 2021 at 05:50PM",pos_4_4,-48,-32,-21
"April 25, 2021 at 05:50PM",pos_4_4,-48,-29,-23
"April 25, 2021 at 05:50PM",pos_4_4,-47,-30,-22
"April 25, 2021 at 05:50PM",pos_4_4,-38,-30,-22
"April 25, 2021 at 05:51PM",pos_4_4,-50,-31,-26
"April 25, 2021 at 05:51PM",pos_4_4,-48,-31,-22
"April 25, 2021 at 05:51PM",pos_4_4,-49,-32,-22
"April 25, 2021 at 05:51PM",pos_4_4,-40,-32,-22
"April 25, 2021 at 05:51PM",pos_4_4,-40,-28,-29
"April 25, 2021 at 05:52PM",pos_4_4,-47,-31,-24
"April 25, 2021 at 05:52PM",pos_4_4,-38,-28,-23
"April 25, 2021 at 05:52PM",pos_4_4,-42,-30,-24
"April 25, 2021 at 05:52PM",pos_4_4,-41,-30,-23
"April 25, 2021 at 05:52PM",pos_4_4,-40,-29,-26
"April 25, 2021 at 05:52PM",pos_4_4,-39,-34,-23
"April 25, 2021 at 05:53PM",pos_4_4,-41,-34,-24
"April 25, 2021 at 05:53PM",pos_4_4,-47,-29,-44
"April 25, 2021 at 05:53PM",pos_4_4,-49,-31,-48
"April 25, 2021 at 05:53PM",pos_4_4,-47,-29,-30
"April 25, 2021 at 05:53PM",pos_4_4,-41,-31,-52
"April 25, 2021 at 05:54PM",pos_4_4,-49,-42,-24
"April 25, 2021 at 05:54PM",pos_4_4,-45,-30,-42
"April 25, 2021 at 05:54PM",pos_4_4,-40,-29,-26
"April 25, 2021 at 05:54PM",pos_4_4,-41,-27,-27
"April 25, 2021 at 05:54PM",pos_4_4,-41,-35,-30
"April 25, 2021 at 05:54PM",pos_4_4,-41,-29,-24
"April 25, 2021 at 05:55PM",pos_4_4,-47,-31,-54
"April 25, 2021 at 05:55PM",pos_4_4,-47,-35,-54
"April 25, 2021 at 05:55PM",pos_4_4,-70,-36,-54
"April 25, 2021 at 05:55PM",pos_4_4,-40,-29,-22
"April 25, 2021 at 05:55PM",pos_4_4,-35,-36,-22
"April 25, 2021 at 05:56PM",pos_4_4,-37,-30,-22
"April 25, 2021 at 05:56PM",pos_4_4,-35,-34,-32
"April 25, 2021 at 05:56PM",pos_4_4,-47,-33,-27
"April 25, 2021 at 05:56PM",pos_4_4,-39,-28,-41
"April 25, 2021 at 05:57PM",pos_4_4,-36,-30,-43
"April 25, 2021 at 05:57PM",pos_4_4,-31,-37,-37
"April 25, 2021 at 05:57PM",pos_4_4,-38,-32,-41
"April 25, 2021 at 05:57PM",pos_4_4,-36,-43,-36
,pos[4.4],-43.15238095,-31.7047619,-26.79047619
